Label_Emosi,Teks_Komentar
Anger,"eweh maap "" podaran barudak 🗿"
Disgust,apapun alasanmu g ada kata maaf ...
Disgust,"gandeng siah,maap maneh ges lambat"
Disgust,tangkap
Disgust,"tidak semudah itu
Indonesia negara hukum"
Disgust,"sy Jawa sngt mengutuk ucapan yg menyinggung sku, usut dn penjarakn,,"
Disgust,itu belat belit enak banget bilng maaf
Disgust,males komentar
Disgust,cuh
Anger,NO KLARIFIKIASI
Neutral,😁
Disgust,"mudah meminta maaf ,liat perjuangan orang sunda tuh ,"
Sadness,Nyesel
Anger,"MINTAK MAAF NYA SATANG KE TANAH PASUNDAN,TERMASUK KE BANTEN"
Disgust,😂
Disgust,Jangan mudah memaafkan jln kan hukum
Disgust,hukum tetap berjalan apapun klarifikasi ny sunda moal nga ganggu tapi lamun di ganggu moal mundur setapak ge
Disgust,proses hukum
Disgust,tangkap
Disgust,cuh
Anger,Anying lah
Neutral,aku jasun suamiku Sunda Alhamdulillah
Disgust,tidak ada kata hampura .. woy...
Anger,salam aing Sunda di Banten yeh arek naon dia
Disgust,ngomong siaaaaa
Disgust,"euweuh euweuh maap
..ngahaja siah ngahina"
Disgust,"maaf nya d terima,, tp tetap harus d proses hukum....aku Sunda yg lahir dan tinggal d Lampung sangat² tidak terima dengan perkataan nya..."
Disgust,mungkin minta maaf bisa di maafkan sesama manusia namun hukum harus tetap berjalan....aku ini orsng surabaya sangat menyaysngkan dgn sikapmu itu
Neutral,urang Sunda bangga jadi urang sunda...
Disgust,maaf lahir bathin yg sebesar besarnya..kok kayak hari raya idul Fitri ya...😇😇😇
Disgust,hukum terus berlanjut sampai dia dipenjara
Disgust,proses hukum
Disgust,😂😂😂
Disgust,Ke hula Anan kudu nga hampura maneh
Disgust,"siapa. yg. mau. ma""fin. kamu."
Disgust,ga saya maafkan
Disgust,makanya kata ati2 jangan sembarangan
Disgust,nggak usah minta maaf kamu kan jagoan daus
Disgust,tangkap
Disgust,PROSES HUKUM HARUS TETAP BERJALAN
Disgust,😂😂😂
Disgust,duruk
Disgust,kami menolak klarifikasi nt..kami udh terlanjur sakit hati..proses hukum harus tetap berjalan
Disgust,tetap proses hukum
Disgust,euweuhh teu cukup klarifikasi 😡
Anger,😡😡
Neutral,😁
Anger,Ijin bang klo sdh sadar kita salam olah raga aja biar sehat
Anger,"preet, 😃😃"
Disgust,kalau sya tidak mau memaaf kan ap lagi udah mengatakan ajirr
Disgust,waduk
Neutral,🥰🥰🥰
Disgust,tiada maaf bagimu
Anger,ulah daek damai dulur.....
Disgust,"kenapa belum di tahan tahan,, apakah orang Sunda di hina pada diam,."
Neutral,jangan ksh mf
Anger,preeeeettt lah 🤨🤨🤨🤨
Disgust,mustahil apa liat video nyaa
Neutral,😄😄😄
Disgust,Takut ya?
Anger,prettttt
Disgust,saya gak terima mau minta maaf mau gak. yg penting proses hukum berjalan.
Anger,"diluar kesadaran anda?, kecelakaan murni ? lalu bagaimana dengan anda yg sedang mengendarai mobil!!!"
Disgust,peroses hukum harus berlanjut sesuau peraturan pendista suku
Disgust,tak ada maaf untuk mu
Disgust,hidup jawa
Disgust,ulah di bere ampun ......
Disgust,aku orang jawa tapi ngliyat konten jelek2in kaya begitu aku ga trima
Sadness,nanges la tu
Anger,Abdi urang Tasik dipalih mana anjeun boga indung angkat anu disebut umi ku anjeun
Disgust,Helehhh helehhh aing yang orang bandung males bgt
Disgust,tegelan hela eta
Neutral,helleehh robeett sat
Anger,anj***
Disgust,keweden wes
Disgust,tida ada maaf buat kamu
Disgust,ges ulah maen hukum pake hukum rimba Bae ah...soalnya bhasa bintang hukumnya rimba ...kita pake hukum rimba bosssss
Disgust,ges di sebut anyeng ayena angap dulur kocak😆
Disgust,maaf aja ga cukup bang
Disgust,maaf diterima tp hukum tetep berjalan
Disgust,"saya maafin
tapi tetap harus di proses hukum
agar membuat jera orang orang yang akan datang
coba kalau ga di viralin pasti akan makin makin"
Disgust,proses penegak hukum ini suka bikin kontroversi mana pemimpinnya pasti akan berulwh lagi
Disgust,"di indonesia...
kata MAAF dan KHILAF
jadi MANTRA paling AMPUH untuk menyelesaikan SEMUA masalah"
Disgust,dados
Disgust,emangna bisa di beresken ku klarifikasi mang hah
Disgust,lain HAMPURAEUN nu kie mh
Disgust,"CILACAP hadirrr,,salam hormat dri sya putra daerah kab.CILACAP..permintaan maafmu sdh kmi terima..tpi PROSES hukum tetap berjalan ok👍👍"
Anger,tunggu dia di jalan sepi😁
Disgust,Lagu lama bro
Disgust,basi
Anger,maaf maaf we king A5U 😡
Disgust,ga terima gw lu ngatain kata suku sunda.gw darah Sunda banten
Disgust,si polongo
Disgust,te di maaf Ken ku ainggg
Disgust,"anday semuah masalah bisa di beres kan dengan kata MAAF,,, tapiiiii,,,tidak semudah itu,,, 😂"
Neutral,BASI
Disgust,"tidak terima klarifikasi .
hukum tetap hukum
bila negara tidak menghukum
sunda seindonesia akan bergerak"
Disgust,mustahil apa liat video nyaa
Disgust,😂😂😂jagoan😂😂😅😅😌
Disgust,"g cukup minta maaf,,,hukummmmm ,itu SDH sara"
Disgust,Asupken Ka Barak
Disgust,tidak semudah itu ferguso...maaf mu tidak di terima.
Anger,JANGAN KASIH MAAF TITIK
Disgust,proses hukum
Disgust,harus berjalan Hukum adat baru Hukum Negara
Disgust,Saling memaafkan harus tapi hukum harus tetap berlanjut
Disgust,sdh terlmbat....proses jln
Disgust,pa belom meninggal resbob masih sehat walapuat pa
Anger,Sok kdieu ka Tasik....!
Neutral,nama nya bagus
Disgust,jangan maaf innnn
Disgust,aing teu narima urang Sunda
Neutral,"aku asli suku Lampung tp udh 10thn betah tinggal di anyer banten.warga dsini welcome smuah lho,ramah baik dn sopan.bhkn aku niat bikin rmh dsini Krn emang senyaman itu"
Disgust,mulai bawa2 kiyai
Disgust,jngn kasih kendor
Disgust,tangkaaaaap
Disgust,moal di maafkeun ah hoream
Disgust,"Di maafkan tp penghinaan tetap ada Ujung nya, karena udah menyakiti Yg nama ya Suku."
Disgust,kebagusan nama
Disgust,sudah berbuat baru menyesal 😏😏
Disgust,nahan ketawa itu dia wk
Disgust,alesan ajah
Disgust,adimas nama toko cina
Disgust,ikut nyimak
Disgust,Ngomong naon jang
Disgust,umurna 25 th ari sgn teh karek 5 th kmari beubeurewakan teh
Disgust,ujung2 nya pasti Reboisasi kan🤣🤣🤣🤣
Disgust,dah di tunggu bapak nya.... buruan masuk
Neutral,"permintaan maaf diterima,Allah SWT maha memaafkan.kedepannya jadikan ini suatu pembelajaran."
Disgust,😂😂😂😂😂😂
Disgust,dengan alasan apapun hukum tetap berjalan klarifikasi adalah alasan utk tidak diproses
Disgust,"jangan hanya klarifikasi permintaan maaf lewat video, tangkap dan proses secara hukum"
Disgust,Persoalan yg sangat sensitif. Kalo dengan klarifikasi & mohon maaf persoalan selesai maka bisa dipastikan akan terulang lagi.
Disgust,Sakolakeun di Lapas
Disgust,"aing ti Sunda, ga bs asal minta maaf, lanjut proses hukum"
Neutral,ahhh curhat dia
Disgust,"sudah ga ada kata maaf kata2 itu sudah menyakiti viking dan suku Sunda ..harus diproses ini sesuai hukum yg berlaku.,"
Disgust,ngk bs cuman minta mf hukum ttp berjln
Anger,"ORANG SUNDA MURKA,,"
Disgust,cuuuuh
Disgust,🤣🤣🤣 hahaha
Disgust,saya bisa maafin kamu kecuali datangkan ijazah Jokowi...
Neutral,urang Sunda bangga jadi urang sunda...
Disgust,"Dimaafkan, tp tetap proses hukum bro"
Disgust,hukum tetap berjalan kah
Sadness,ikut bela sungkawa buat yg bilang jelek buat suku Sunda.......
Neutral,😇😇😇
Disgust,mustahil bagi kamu tapi tidak mustahil bagi Allah ☺
Sadness,sieun😭
Disgust,proses hukum
Disgust,tenarima aing mah asli suku Sunda aing di hina mah
Disgust,Abdi urang Tasik dipalih mana anjeun boga indung angkat anu disebut umi ku anjeun
Disgust,kunaon atuh Ari maneh lieur boa
Neutral,kasep alias telat
Disgust,"bukan mnyingung, tpi menghina, tetap harur di proses, sesuay dengan ucapan ya,"
Anger,"ari akang damang,kehed mh"
Disgust,😁😁😁
Disgust,te narima aing mh
Neutral,aminnnn
Neutral,Nte d maafkn
Disgust,makanya jangan sembarangan meng hina suku
Disgust,Tiada maaf bagimu anak muda
Anger,"kan tai
udh AQ bilang umung duang"
Disgust,enak aja
Disgust,Kena juga lo😁😁😁
Disgust,maaf boleh tapi hukum tetap berjalan💀💀
Disgust,Makana lamun sia ngomong jagaaaa
Neutral,maaf preeeettt
Disgust,pantes aja 3 hari yang lalu sekarang di kembali menantang lagi sama teman-teman nya
Disgust,makanya mikir dulu sebelum ngucap
Neutral,di maafkan bang yaa
Neutral,mni hyang ngaglutan aing
Disgust,"tos di hampura kang...ngaaaan..
hukum terus berjalan buat efek jera"
Disgust,"trus maksud km apa bilang Sunda anling sy org Banten TDK terima,"
Anger,paehan wae nu kie mh
Anger,TAII...
Neutral,wahhh siah mangkaning aing orng tasik🤣
Disgust,heleh nyari aman
Disgust,masa iya ga sadar asa mustahil ga masuk akal jg
Disgust,alah proses hukum tuman maaf maaf Bae lah
Disgust,nanaonan atuh
Disgust,"Mulut tidak bertulang, makanya hati hati bang kalau mengeluarkan kalimat , di pikir dulu, apakah kalimat yang saya keluarkan ini menyinggung orang lain atau tidak, apalagi melalui media sosial, harus lebih berhati hati, karena akan berdampak pada diri kita sendiri."
Disgust,aing teu tarima sebagay orang sunda
Disgust,kalo setiap kesalahan cukup dengan kata maaf lantas apa fungsi nya Hukum di negara ini ?
Disgust,gak ada maaf buat mu !!
Disgust,terlambat Takan k maapkan
Neutral,kacau lu bang
Disgust,🤣🤣🤣
Disgust,Nyarios naon a kirang ngartos ☺️
Disgust,mangkanya lamun ngomong pikir hl
Disgust,"selalu ujung nya mnta mf,lg ngomong GK di pikir lg"
Neutral,😁
Disgust,ttap harus di proses dgn hukum
Anger,ulh di bere ampun dak ncn utah getih mh🤣
Disgust,"te narima aing orang sunda yeh, hukum ber laku jang"
Disgust,lah polongo dia...
Disgust,urang mna sih mneh
Disgust,"aing terima maaf tapi tetap, jalur hukum"
Neutral,😳😳😳
Disgust,tetap harus di proses😊
Neutral,orang Sunda moal di ngusik lamun te di uksik
Anger,😡
Disgust,minta maap saja tidak cukup mesti di lanjut kan dengan secara hukum
Disgust,malah curhat
Disgust,ayo orang Jawa juga jangan mau di hina
Neutral,pak Prabowo tolong orang ini jangan di biarin gitu aja donk pak
Disgust,"kamu boleh menghina oknum,tp jgn suku"
Anger,ALMARHUM GE KIEU HEULA
Disgust,"udah abis kata maf ny,,,,,"
Disgust,ulah di hampura
Disgust,waktu bicara di mobil kayanya serius banget di ucapkan berulang ulang
Anger,PROSES JELEMA KIEU MAH
Neutral,amiin
Disgust,tiada maaf bagimu
Disgust,semudah itu kah...
Disgust,huntu murudul
Disgust,Tetap proses hukum berjalan.
Disgust,muka nya mirip eko patrio🤭🤭
Disgust,dimata hukum ngga ada kata maaf
Anger,nyarios naon Ari sia kehed
Disgust,gak ada ma'ap hukum berjalan
Neutral,😁
Neutral,🥰🥰🥰
Anger,preett
Disgust,tangkap
Disgust,hukum rimba berlaku..
Disgust,"mau bilang gak sadar tp lagi nyetir mobil
emang ada org gak sadar nyetir .?"
Anger,anjjjjj ini
Disgust,"mulutmu harimau mu maka bertutur katalah dg yg baik"""
Disgust,Kok Muslim Bisa minum alcohol katanya.
Anger,preeeeetttt ...
Disgust,"ucapan nya, tidak sesuai dari hati..ucapan nya terpaksa.."
Disgust,panya teh kasep ah kikutuan teh🤣
Disgust,apapun alasanmu anda harus tanggung jawab
Disgust,"luar dari kesadaran??
nggak sadar, gimana ceritanya😂"
Disgust,knp harus begitu....ngucap2 ras dan mengatakan yng ga pantas di ucap kan . sekarang mau bilang apa LG mereka sudah marah... pandai 3 lah mencari solusi yng terbaik
Sadness,"saya orang jawa ,,permintaan maaf bisa di terima ,,tapi bagaimana dengan hati nya orang sunda betapa sakit nya hati mereka"
Disgust,GK ada minta Maap harus proses hukum
Neutral,oh
Anger,TEU NARIMA KLARIFIKASI. !!
Disgust,🤣
Neutral,😂🤣😂
Neutral,"di maafkan bisa di lupakan tidak,lain kali tolong di jaga lisan mu bang"
Disgust,tak gune
Disgust,"maaf nya di terima, tapi kalo ga di proses hukum, aku sebagai keturunan suku sunda dari pihak ibu, dan suku Jawa dari pihak bapak, tidak rela. karena kalo cukup dengan klasifikasi begini saja khawatir nya nanti akan ada lagi berbuat serupa. demi hukum dan pembelajaran, proses hukum nya harus tetap jalan."
Disgust,ma ap boleh tapi hukum tetap lanjut sayasndiri tida trima
Disgust,enak sj bank. sy bkn Sunda sj marah
Disgust,😏
Neutral,dibol
Anger,berak
Disgust,😂 proses hukum
Disgust,ga ad kata maaf buat yg menghina suku paham...
Disgust,sudah hilang mabuknya yahh🤣
Anger,angger amprok jg aingmh bakalan di ludesan...
Disgust,kami orang sunda tida butuh klarivikasi 😏
Neutral,saya Sunda Rangkas secara pribadi sudah memaafkan namanya manusia pasti ada khilafnya karna kebaikan kesempurnaan hanya milik Allah semoga ta terulang lgi
Sadness,alfatihah
Anger,"dagor barudak lah ,asal heay we"
Neutral,haling barudakk 🤾‍♂🤾‍♂🤾‍♂
Disgust,hoeekkk cuhhh.....
Disgust,makanya mamang ulah sekadaekna ngehina suku Sunda /suku nu lain na
Disgust,🤣🤣🤣🤣🤣
Disgust,saya tetep tidak terima permintasn maaf
Anger,pret lah
Disgust,proses hukum tetap lanjut
Neutral,𝚓𝚊𝚐𝚊 𝚕𝚒𝚜𝚊𝚗 𝚊𝚗𝚍𝚊 𝚝𝚞𝚔 𝚔𝚎𝚍𝚎𝚙𝚊𝚗𝚗𝚢𝚊.
Disgust,Minta maaf na langsung atuh di harepeun kabeh orang Sunda kan ngomong na ge dengan sadar dan tanpa ada paksaan.. jadi ngomong minta maaf na ulah di imah kudu di harepeun kabeh orang Sunda…
Disgust,kok bisa ya...
Anger,hahahaha kadie ah ka tasik lwang duel jeng aing
Disgust,tangkap
Disgust,menye menye luh bang
Disgust,Maaf ga menerima permintaan maaf
Neutral,"orang berpendidikan belum pasti beradab
orang beradab sudah pasti berpendidikan"
Disgust,minta maaf itu sudah wajib.. tapi proses Hukum. Harus tetap Berlanjut
Disgust,"gustii Allah maha ngahapunten, tapi punten 🙏🏻 abiii sareng sepuh Sunda sadayana sanes Gustiii"
Disgust,kan Ujung² Minta Maaf Mukamu udh kaya Toilet tau
Disgust,😁😁😁😁😁
Disgust,sya sebagi orang Sunda tidak Terima dia di maafin
Neutral,resbob itu sejenis apa sih
Disgust,nggak ada kata maaf buat sia
Disgust,halah🤣
Anger,saya ora Jawa tengah.istri saya orang Sunda cianjur.tapi klu ada yg menghina sampai begitu.mendingan di kasih pelajaran.biar nanti tidak terulang lagi
Disgust,kebiasaan sudah salah baru minta maaf
Neutral,yg sudah sudah jgn lagi ...kita semua bersaudara dari Sabang sampai marauke salam dari Sumatra.
Anger,jabar ko pda diem aja sih si resmob masihbidup
Disgust,makana lisan itu harus di jaga🥰
Anger,jangan sampe damai
Disgust,teu bisa 👎👎👎👎
Disgust,di maaf kan tapi hokum tetep berlanjut biar jera untuk orang2 yg lain nya.
Anger,MAÀFMU ADA DI PENJARA
Disgust,mmng pintar berkelit km🤪
Disgust,te hayang ngahampura Nage
Disgust,saudara2... saya... 🤭 gubrakkkk memang ada ngaku dikau saudara gue 😂😂
Disgust,ulah di hampura
Neutral,info resbob dimana sekarang?
Disgust,ujung2 y
Disgust,dimaafkan tapi proses hukum tetap berjalan..harus !!!
Disgust,jangan di maafkan... kebiasaan buruk....
Disgust,basi.....
Disgust,sudah ku duga??
Disgust,saya salah satu orang suda tidak menerima klarifikasi anda
Disgust,"ges benang mah karak sia
mita maaf"
Disgust,lol
Disgust,maka ny klo ngomong di pikir dulu jangn asal ngomong.
Disgust,mending kasep bahasa te akurat
Disgust,741
Anger,ciduhan Mun hnteu paehan bisi ngalobaan
Anger,ciduhan barudak
Anger,ora butuh maaf.....minimal 1 telinga hilang....
Disgust,jauh keneh lebaran nage
Disgust,hahaha
Disgust,masih enak kau makan bro....😁😁
Disgust,"kami tidak menerima klarifikasi dalam bentuk apa pun,"
Disgust,teu narima aing mah aslina teu narima
Disgust,sy suku sunda ga terima mf nya
Fear,"moal mang, iyeu mah ek mecah belah bangsa suku dan budaya ,,,"
Disgust,waduk
Disgust,"gampang men minta maaf, proses"
Disgust,Adili dulu mulyono baru dipertimbangkan maafmu
Disgust,tidak masuk akal gimana udh jelas itubdalm hati lu yg paling dalam
Disgust,Tetap prosesss
Disgust,proses hukum hrus lanjut trusss
Anger,tai kehed
Disgust,geura tewak ikh
Disgust,ngelek
Disgust,😂
Disgust,"memaafkan boleh, tapi proses hukum harus terus berlanjut, krn ribuan bahkan jutaan orang Sunda hatinya sdh tersakiti."
Disgust,"Sunda punya orang no : 1 Bp.KDM ,ma,afmu mungkin bisa di terima oleh seluruh rakyat Sunda jika berani mengakui kesalahan kepada beliau."
Neutral,gua asli Sunda
Disgust,istigpar
Disgust,"kami warga ASGAR (asli garut)
tidak terima maaf..."
Disgust,Basi
Disgust,😂😂udah biasa minta maaf
Disgust,"penjarain enak bgt cm minta maaf doang,"
Neutral,@resbobproblematikinhere
Disgust,orang kaya bebas mintak maaf trus walau lanjut main duit denda kluar dah. percuma di kandagin . kasih aja hukum alam
Neutral,"semua orang juga slalu ada berbuat kesalahan,namanya juga manusia,
Dan Tuhan saja lautan pemaaf,
masa kita tidak memaafkan sama orang yang sudah minta maaf
tapi,kesalahan jangan di ulang lagi bang.
kalou bertaubat di ulang lagi,Tuhan pun akan membencinya."
Anger,cirebon menanti
Anger,beneettt sia
Disgust,ga cukup minta maaf proses hukum
Disgust,nasi sudah menjadi bubur... bosss
Disgust,APA DI NEGARA INI BEGITU GAMPANG MENGHINA DAN MINTA MAAF !!! 😡😡😡
Disgust,"makanya etika atau tata krama harus dijaga, klo ga bisa dijaga pasti menyesal akhirnya."
Neutral,ujung2 nya pasti Reboisasi kan🤣🤣🤣🤣
Sadness,eh mau nangis
Disgust,helehhh 🥴🥴
Disgust,kita kawal terus
Disgust,di mana.afin kecuali resbob.
Disgust,gada maaf
Disgust,mabok kucibung nukitumah 😂😂
Sadness,"punya ibu sambung org sunda, guru org sunda,, trs kenapa segampang itu bisa2nya ngmng kasar bgtu😭"
Neutral,semoga almarhum di ampuni dosa2 nya
Anger,"ta"" anjirr"
Disgust,"25th ❌
52th ✅"
Neutral,horeaam beungeuut..
Disgust,hoek cuh
Disgust,sy suku sunda ga terima mf nya
Disgust,😂😂😂
Disgust,😅😆😂
Disgust,tiada maaf bagimu
Disgust,konoha
Neutral,I'm an sundanise also...I respectfully all ethics..
Neutral,🥵🥵🥵
Disgust,kn bnr ujung 2 minta mf
Anger,teangan sampe katimu 🙂‍↕️podaran we tuman
Disgust,tangkap anis..
Disgust,kok klarifikasi 🤣😂..
Neutral,saya orang sunda asli dengan ketulusan hati menerima permintaan maaf resbob.
Neutral,hidup jawa
Disgust,mf di terima proses hukum tetep berjalan ..
Disgust,cuma prjabat yg boleh kek gitu. hari ini cakap basok minta maaf.
Disgust,cekal yutub ya gak blh tayang lagi
Disgust,sok datang langsung k orang sunda
Disgust,"""Maaf""....""Diingatkan"" oleh orang.....bukan kesadaran sendiri😏😏😏😏"
Disgust,urutan Hela aing Karak ku aing di maafken
Neutral,kalau gitu kan enak dengarnya ini nggak jelek-jelek orang Jawa ya kamu
Neutral,@kaylasofiahh
Disgust,Naha teu gareneuk euy 🗿
Disgust,muak
Disgust,klrarifikasi setelah terjadi itu konyol sehrs nya sebelum berbuat kontrol emosi rubah dri negatif menjdi positif disini perlu kecerdasan emosional klw klarifikasi itu sma dgn nasi sdh menjadi bubur bgt mnrt pendapat sya 🙏
Disgust,tidak gua maaf kan kecewa besar sy
Anger,"moal Lila ge Aya anu ngarungan, kahade kakak."
Anger,lewat Sumatra cekel
Disgust,preeet lahhh
Disgust,saudaranya SIBIG MO nih keknya
Disgust,"d pikir dlu rek ngonten teh ,,,Ari geus kieu mah ,,rek kmha"
Anger,paehan barudak bisi ngalobaan
Anger,"udah klarifikasi nih, mau lanjut gak?"
Disgust,"anak kecil juga pinter klu cuma minta m""f"
Disgust,tumben
Disgust,Minta Maaf dimaafin tapi proses hukum harus tetap berjalan.....
Disgust,Tuntut secara hukum tidak terima klarifikasi
Disgust,tong di hampura ken lahh anu kiye mahh
Disgust,Tuh gen si eta mah😂😂😂😂😂
Neutral,🗿
Disgust,PROSES HUKUM TETAP JALAN
Disgust,haling ku aing
Disgust,jngn nangis
Disgust,terlambat
Anger,teubisa anjxxg
Disgust,prasan dri dulu org ini klarifikasi trus
Anger,Aing anak Sunda moal nga hampura..kecuali menta cilina anu kenca karek d hampura tawa sukuna anu kanan ku aing ttektrk
Disgust,Maaf harus dong tapi hukuman tetap berjalan
Anger,saya dr Kaltara sy g terima suku sunda di hina di katai yg tdk wajar
Disgust,orang Jawa ga terima kamu menghina suku Sunda atau suku lain nya kami saling menghargai suku apapun yang ada di Indonesia
Disgust,eweh kata hampura jeng sia
Anger,Preeeettttt
Disgust,jangan di maapin
Anger,nangtang sia ka aing
Neutral,ceuk urang ge ujung ujung na pasti klarifikasi
Disgust,😏
Disgust,Anda benar.... Hukum berlaku
Disgust,malah jual kisah 😂😂😂😂
Disgust,proses harus berjalanan untuk pembelajaran..
Disgust,minta maaf gampang penjara-penjara
Anger,orang jawa di katain hama diam aja
Disgust,kami jg org klmntan ga trma suku di hina gtu proses hukum
Neutral,maaf ya mas janganlah saling menghujat dn menjelek2kan harusnya saling merangkul biyar harmonis. tindakan mas harus mas tanggungjawab kan. maaf saran
Anger,nh sia bet nyirik viking hah nh sia bet nyirik viking
Neutral,🤲🤲🤲
Sadness,"ni kalo di maafin oke
tapi kalo di biarin orang ini, gue sedih sama negara indonesia ini"
Disgust,Hukum tetap ..berjalan. karna udah masuk ranah. HUKUM☝️☝️☝️Suku Sunda BANTEN. Menyala🔥🔥🔥
Disgust,🤣🤣🤣🤣
Anger,🔥🔥🔥
Disgust,🤣🤣🤣🤣🤣🤣🤣🤣
Disgust,proses hukum GK ada kata maaf
Neutral,viking diem aja tah?
Disgust,proses hukum tetap berjalan
Anger,jiahhh
Disgust,"gua sebagai suku jawa, dukung untuk menangkap resbob , gua dukung sunda.."
Disgust,jangan beda bedakan suku ..itu tidak baik . kita saling menghargai sesama suku .semutra. seluruh Indonesia ... makanya BG jangan bikin ulah kan jadi begini jadi nya Ter sebar semua nya 🙏🙏
Disgust,"udah telat, diada ma,af bagimu"
Disgust,87
Disgust,"mungkin maaf di terkma,tpi hukum kayaknya engak deh"
Disgust,😂
Disgust,huuuuuuu makany
Disgust,"saya tidak butuh kata maap,aink urg Sunda,,,"
Neutral,"permintaan maaf diterima,Allah SWT maha memaafkan.kedepannya jadikan ini suatu pembelajaran."
Disgust,"tebak suku Resbob
😌😌"
Anger,"urang hampura weh yu ,, tapi aya sarat ,,
nya eta sarat na peureup orang sunda mendarat dina babangus na ,,
kmh stuju teu baraya"
Disgust,seluruh orang sunda tidak terima
Neutral,Orang Padang ya dia
Disgust,kok sedih yah hhh😂😂😂😂😭😭😭
Neutral,can nghpura aing mah can kadeuleu sobek mh sungut dia
Disgust,kok lemes 🤣
Disgust,waduk lah
Disgust,"Makanya kalo bikin video itu, pas mau upload itu dipikir apakah SARA atau UU ITE"
Disgust,"dimaafkan tapi hukum tetep ,karena kebanyakan manusia ,menghina lalu klarifikasi tidakk ada efek jera ,"
Sadness,saya orang sunda merasakan sakit hati
Anger,gampang banget minta maaf
Disgust,sy org suku Sunda tidak terima atas hinaan mu
Neutral,😁
Disgust,kurang seru aah sinetron nya 🤪🤪
Anger,"KAYA NYA ADA SANDIWARA DIBALIK INI SEMUA (Ada sutradaranya),"
Disgust,"tidak ada kata klarifikasi. Jangan Dikit* klarifikasi trus diterima.. nanti jadi kebiasaan banyak orang buat seenak jidat buat kesalahan, nanti tinggal klarifikasi masalah kelar!!!"
Disgust,masa didikan profesor gini
Anger,cari sampe ketemu
Neutral,hayang ngagebug sakali weh
Disgust,"kalau di maafin proses hukum tetep jalan gak ya,"
Disgust,ngga Terima sama sklii
Disgust,"dimaafkan tapi hukum tetep ,karena kebanyakan manusia ,menghina lalu klarifikasi tidakk ada efek jera ,"
Disgust,giliran gini semua di bilang saudara
Disgust,cuhhhhh
Neutral,pak Prabowo tolong orang ini jangan di biarin gitu aja donk pak
Disgust,mbung ah
Anger,"hiji dua tilu, ciduhan barudak 😏"
Disgust,biar gaada lgi ucapan kebencian harus ttp di proses
Sadness,"penyesalan selalu datang trlambat ,
smoga ini bsa jadi pembelajaran bgi kita semua.
pihak brwajib tetap harus tegakkan keadilan !"
Anger,AING LAIN DULUR SIA
Anger,deerr keun baraya🔥🔥🔥
Disgust,wey kunaon dia minta eweh kata mf aing budak Sunda
Disgust,Uda bikin heboh dan klarifikasi sudah beres🤣🤣🤣🤣🤣
Disgust,wah itumah harus ke semua urng Sunda lah minta maaf nya
Disgust,jangan kasih ampun
Anger,salam olah raga
Disgust,tsngkaaappp penjarakannnn
Disgust,HUKUM TETAP JALAN ......
Anger,"podatan Bae ahh,,"
Disgust,saya orang Kalimantan Timur jangan kakisih ampun
Disgust,teu hayang nga hampura nage
Disgust,😁 kawal terus sampai proses hukum bos
Disgust,sebelum sumbing tuh bibir jangan di maafkan
Disgust,lierrr manehhh
Disgust,"urang sunda
naon tujuan
ngahina
suku Sunda"
Disgust,alesan aja baru nyesel
Anger,ga di maapin udah murka ainggg
Neutral,aing mh Hyng hukum NU maju
Disgust,🤣🤣🤣
Disgust,pemroses hukum harus berjalan...
Disgust,alesan lu
Neutral,urang Sunda mah pemaaf bang . asal niatnya tulus. dan ga ngulang sama siapa pun
Disgust,naha atuh maneh ngomong kitu
Neutral,basi🤭🤣
Disgust,enak sekali minta ma'af
Disgust,ulah d hampura
Disgust,😂😂😂😂😂 congor congor
Disgust,pan maneh th Islam meren
Disgust,malah flashback
Disgust,ngk bisa damai
Disgust,"eweh kata maaf,..."
Disgust,proses
Anger,dimana ayeuna jelemana tepangkeun abdi sareng anjeuna
Anger,ah eta MH sieun di paehan
Neutral,"itulah bang,kalau tak suka sama seseorang jgn hina suku,kan jadi pelajaran buat kita semuanya"
Disgust,ttp proses hukum aja
Disgust,maaf bang andaharu nyerahin diri kepolisi
Neutral,semoga di ampuni dosa dosa nya
Anger,cacag cacag
Disgust,"saat bayi, mulut jarang dibersihkan"
Anger,prett
Disgust,kaluman lah klarifikasi weh
Disgust,lanjutkan
Disgust,Tandai pemuda sombong.
Disgust,gombal dan sangat jelas dengan sadar omonganmu itu sangat menyakitkan .karna kamu kami terus terang gak terima
Disgust,ngk ad maaf bagi mu..
Disgust,langsung keok 🤭🤣
Disgust,maaf boleh² aja hukum tetap berjalan
Disgust,"Tetap proses hukum..
Jangan biarkan lolos.."
Disgust,aq bukan sunda saya ikut sakit hati...mf y mf tpi hukum tetep jalan
Anger,👊👊👊👊👊👊👊
Disgust,BASI
Disgust,proses hukum biar jerrahh 🔥🔥🔥
Disgust,Halah.....basi
Disgust,emang orang sunda sodara lu.....
Disgust,"proses hukum di jalankan..
baru di maafkan"
Disgust,sodara saya cnh😂
Neutral,🗿
Neutral,"wabil hususon ila arwahi ahli kubur resbob,semoga di terima di sisi alloh"
Disgust,"anday semuah masalah bisa di beres kan dengan kata MAAF,,, tapiiiii,,,tidak semudah itu,,, 😂"
Disgust,"maka nya bang,,,,
banyak hal yg TDK selesai dng amarah,,,JD hati2"
Neutral,antara adab dan ilmu
Disgust,waduklah
Anger,non kehed moal di maap ke
Anger,😤😤😤😤😤
Disgust,huuh hukum harus jalan...
